switch/name,switch/url,switch/price,switch/description
[CLOSED][Pre-Order] Robin switch EVE X Gateron green grey 62g linear 5 pin pcb-mounted,https://kprepublic.com/collections/switch/products/pre-order-robin-switch-eve-x-gateron-green-grey-62g,,Upper cover：PC base：PA66 （PANTONE 7471 C ） stem：POM （PANTONE 7471 C ） string：gold-coated 62g
Gateron Oil King Linear Switch 5pin RGB 35pcs 65g mx POM stem for mechanical keyboard 60m Black Plated Long Spring Pre Lubed,https://kprepublic.com/collections/switch/products/gateron-oil-king-linear-switch-5pin-rgb-35pcs-65g-mx-pom-stem-for-mechanical-keyboard-60m-black-plated-long-spring-pre-lubed,$24.90,Housing Material: PA66 Stem material: POM Linear switch Spring length is around 20mm Black plated spring Factory lubed Actuation force: 55+/-10 gf Bottom Force: 65+/-10 gf Pre-travel: 1.8+/-0.4mm Total travel: 4.0+/-0.4mm Operating life: 60 Million clicks
Candy Raindrop Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 3pin Gold Plated Spring transparent stem body,https://kprepublic.com/collections/switch/products/candy-raindrop-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-3pin-gold-plated-spring-transparent-stem-body,$5.69,Linear switch PC housing and stem 3-step springs Dustproof design
Acrylic Switch Tester 3X3 Candy SWITCH for Mechanical Keyboard Rainbow Blinding Lights Raindrop Red Orange Yellow Green Cyan,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-3x3-candy-switch-for-mechanical-keyboard-rainbow-blinding-lights-raindrop-red-orange-yellow-green-cyan,$11.80,Tactile Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 50 million actuations Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.5 mm Initial force: 45gf or 50gf. Actuation Force: 62gf or 65gf Per-switch LED compatibility: SMD and through-hole Gold Plated 3 step Long Spring(About 22mm) MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
Candy Blinding Lights Switch RGB SMD Tactile 62g Switches Mechanical keyboard mx stem 5pin Gold Plated Long Spring Orange,https://kprepublic.com/collections/switch/products/candy-blinding-lights-switch-rgb-smd-tactile-62g-switches-mechanical-keyboard-mx-stem-5pin-gold-plated-long-spring-orange,$5.69,Tactile Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 50 million actuations Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.5 mm Initial force: 45gf or 50gf. Actuation Force: 62gf or 65gf Per-switch LED compatibility: SMD and through-hole Gold Plated 3 step Long Spring(About 22mm) MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
Candy Sakura Snow Switch RGB SMD Tactile 62g 65g Switches For Mechanical keyboard mx stem 5pin Gold Plated Long Spring,https://kprepublic.com/collections/switch/products/candy-sakura-snow-switch-rgb-smd-tactile-62g-65g-switches-for-mechanical-keyboard-mx-stem-5pin-gold-plated-long-spring,$5.58,"Tactile Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 50 million actuation Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.5 mm Initial force: 45gf or 50gf. Actuation Force: 62gf or 65gf Per-switch LED compatibility: SMD and through-hole Gold Plated Long Spring(About 22mm) 65g is Symmetric Long Springs, 62g is standard Springs MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C"
Candy Rainbow Switch 7in1 SMD LINEAR 60G SWITCHES 3pin,https://kprepublic.com/collections/switch/products/candy-rainbow-switch-7in1-smd-linear-60g-switches-3pin,$9.90,"Rating:12 VAC/DC max. 2 VDC min. 10mA AC/DC max. 10μA DC min. Contact Resistance: 200mΩ Max Insulation Resistance:100MΩ Min (DC100V) Withstand Voltage:AC500V(50-60Hz) for 1 minute Bounce Time:≤5msec (at 16 in/sec actuation speed) Operation Force:60±5gf End Force:75±5gf Pretravel:2.0±0.4mm Total travel:4.0+0/-0.4mm Operating Life :80,000,000 Cycles"
Gateron Turquoise Tealio Switch Linear 63.5g 65g 5pin SMD RGB mx stem switch for mechanical keyboard Cyan Colorway,https://kprepublic.com/collections/switch/products/gateron-turquoise-tealio-switch-linear-63-5g-65g-5pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-cyan-colorway,$6.20,"63.5g Turquoise Tealio switches feature a vibrant Tiffany blue housing and stem, carefully matched to be a vivid and colourful switch that everyone knows and loves. 65g Turquoise Tealio switches feature a slightly bluer toned stem with a blue topaz bottom. This creates a switch with a visually striking appearance while still recognizable as from our Tealios line."
HUANO American Rose Garden Switch RGB Linear 35g Switches For Mechanical keyboard mx stem 3pin Red Yellow Dustproof,https://kprepublic.com/collections/switch/products/huano-american-rose-garden-switch-rgb-linear-35g-switches-for-mechanical-keyboard-mx-stem-3pin-red-yellow-dustproof,$5.54,"Upper cover: Red Lower cover: Red Axis: Yellow Initial Force: 25gf Actuation Force: 35gf Total stroke: 4.0+0/-0.3mm Action stroke: 2.0±0.2mm Life: 80,000,000 times Switch type: Linear switch"
Gateron kangaroo Switch RGB Tactile 59g 63g Switches For Mechanical keyboard mx stem 5pin orange transparent body green,https://kprepublic.com/collections/switch/products/gateron-kangaroo-switch-rgb-tactile-59g-63g-switches-for-mechanical-keyboard-mx-stem-5pin-orange-transparent-body-green,$5.90,"Upper cover: transparent orange Lower cover: transparent orange Axis: Green Spring: gold-plated spring Total stroke: 3.4+0/-0.4mm Action stroke: 1.5±0.5mm Life: 50,000,000 times Switch type: Tactile switch"
Gateron Tealio V2 Switch Linear 62g 67g 5pin SMD RGB mx stem switch for mechanical keyboard Cyan Colorway,https://kprepublic.com/collections/switch/products/gateron-tealio-v2-switch-linear-62g-67g-5pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-cyan-colorway,$6.10,"67g - Transparent, Light Teal-Blue Stem, PCB Mount [Linear]"
Gateron Aqua Zilent V2 Switch Linear 62g 67g 5pin SMD RGB mx stem switch for mechanical keyboard Cyan Blue Colorway,https://kprepublic.com/collections/switch/products/gateron-aqua-zilent-v2-switch-linear-62g-67g-5pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-cyan-blue-colorway,$6.40,"62g Aqua Zilent switches feature a lighter-toned aqua blue housing, carefully matched with our signature 62g Zilent V2 stem. 67g Aqua Zilent switches feature a darker toned aqua blue housing, carefully matched with our signature 67g Zilent V2 stem."
LCET Pink Quees Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin pink similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-pink-quees-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-pink-similar-to-holy-panda,$5.50,"Upper cover: Pink Lower cover: Pink Axis: Green Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
TTC Gold Brown switch 3pin RGB SMD Tactile 45g force mx clone switch backlit,https://kprepublic.com/collections/switch/products/ttc-gold-brown-switch-3pin-rgb-smd-tactile-45g-force-mx-clone-switch-backlit,$3.55,
Acrylic Switch Tester DUROCK Switch for Mechanical Keyboard Sunflower Dolphin Piano L7 T1 Daybreak Linear Tactile Silent,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-durock-switch-for-mechanical-keyboard-sunflower-dolphin-piano-l7-t1-daybreak-linear-tactile-silent,$18.60,
Gateron CAP V2 Gold Brown Milky Brown Switch Extras 5pin RGB Tactile 55g mx stem switch for mechanical keyboard 60m,https://kprepublic.com/collections/switch/products/gateron-cap-v2-gold-brown-milky-brown-switch-extras-5pin-rgb-tactile-55g-mx-stem-switch-for-mechanical-keyboard-60m,$11.60,Housing cover PC Stem - POM Tactile switch GOLD Brown - Gold plated spring CAP Brown - Standard spring Initial force 38+/-5gf Operating force 55+/-15gf Pre-travel 2.0+/-0.4mm Total travel 4.0+/-0.4mm Operating life 60 million clicks
DUROCK T1 Switch 67g Mechanical Key Switches Unique Heavy Tactile Feelings 5 Pins Tactile Switches for Mechanical Keyboard,https://kprepublic.com/collections/switch/products/durock-t1-switch-67g-mechanical-key-switches-unique-heavy-tactile-feelings-5-pins-tactile-switches-for-mechanical-keyboard,$5.75,House cover - Polymer Nylon Stem - POM Tactile Switch Gold plated springs around 14mm Initial Force 45+/-5gf Bottom Force 67+/-5gf 50 million clicks
AKKO x TTC Demon Switch Princess Switch for Mechanical Keyboard 3 Pins Linear Axis bm60 xd64 bm65 bm68 bm87 xd87 xd84,https://kprepublic.com/collections/switch/products/akko-x-ttc-demon-switch-princess-switch-for-mechanical-keyboard-3-pins-linear-axis-bm60-xd64-bm65-bm68-bm87-xd87-xd84,$6.27,
Huano Smoky White Switch RGB SMD Advance Tactile 65g Switches For Mechanical keyboard mx stem 3pin Black,https://kprepublic.com/collections/switch/products/huano-smoky-white-switch-rgb-smd-advance-tactile-65g-switches-for-mechanical-keyboard-mx-stem-3pin-black,$5.34,Advance Tactile Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 80 million actuation Actuator travel: 3.3 ± 0.3 mm Pretravel: 2.0 ± 0.3 mm Initial force: 55gf Actuation Force: 65gf Per-switch LED compatibility: SMD and through-hole MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
TECSEE Ice Candy Transparent Linear Switch 5pin RGB SMD 63.5g force mx for mechanical keyboard Gold Sping PC Housing Clear,https://kprepublic.com/collections/switch/products/tecsee-ice-candy-transparent-linear-switch-5pin-rgb-smd-63-5g-force-mx-for-mechanical-keyboard-gold-sping-pc-housing-clear,$5.65,"Housing Material - PC Stem Material - Nylon Linear Switch Spring length around 22mm Actuation Force 55+/-10gf Bottom Force 63.5+/-10gf Pretravel 2.1+/-0.4mm Total Travel 3.5+/-0,4mm 60 Million Clicks"
DUROCK Full POM Piano Switch 63.5g with Deeper Sound Super Smooth Performance Linear Switch 5 Pins Mechanical Keyboard Switch,https://kprepublic.com/collections/switch/products/durock-full-pom-piano-switch-63-5g-with-deeper-sound-super-smooth-performance-linear-switch-5-pins-mechanical-keyboard-switch,$5.95,LInear Switch Housing Cover - POM Stem - POM Gold plated Spring around 13mm initial Force 38+/-5gf Bottom Force 63.5+/-5gf
Kailh Red Bean Pudding Switch for Mechanical Keyboard Light Guide Post Switch Linear 45g 80m Waterproof,https://kprepublic.com/collections/switch/products/kailh-red-bean-pudding-switch-for-mechanical-keyboard-light-guide-post-switch-linear-45g-80m-waterproof,$5.65,switch type - Linear operating force - 45gf Pre-travel - 1.8+/-0.4mm Return force - >/= 35gf Total Travel - 3.6+/-0.3mm Light guide transmittance - >/= 90% Mechanical life - 80 million times
Candy Rainbow Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 3pin Gold Plated Spring Red Orange Yellow Cyan,https://kprepublic.com/collections/switch/products/candy-rainbow-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-3pin-gold-plated-spring-red-orange-yellow-cyancandy-rainbow-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-3pin-gold-plated-spring-red-orange-yellow-cyan,$5.70,"Rating :12 VAC/DC max. 2 VDC min. 10mA AC/DC max. 10μA DC min. Contact Resistance : 200mΩ Max Insulation Resistance :100MΩ Min (DC100V) Withstand Voltage :AC500V(50-60Hz) for 1 minute Bounce Time:≤5msec (at 16 in/sec actuation speed) Operation Force :60±5gf End Force :75±5gf Pretravel:2.0±0.4mm Total travel:4.0+0/-0.4mm Operating Life :80,000,000 Cycles"
Huano Smoky Pink Switch RGB SMD Linear 80g Switches For Mechanical keyboard mx stem 3pin Black,https://kprepublic.com/collections/switch/products/huano-smoky-pink-switch-rgb-smd-linear-80g-switches-for-mechanical-keyboard-mx-stem-3pin-black,$5.34,Advance Tactile Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 80 million actuation Actuator travel: 4.0 ± 0.3 mm Pretravel: 2.0 ± 0.3 mm Initial force: 60gf Actuation Force: 80gf Per-switch LED compatibility: SMD and through-hole MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
LCET Desert Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin Yellow Brown similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-desert-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-yellow-brown-similar-to-holy-panda,$5.50,"Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
Acrylic Switch Tester Gateron Switch Huano Switch for Mechanical Keyboard Pro Yellow Red White Silver INK Black Blue CAP Yellow,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-gateron-switch-huano-switch-for-mechanical-keyboard-pro-yellow-red-white-silver-ink-black-blue-cap-yellow,$5.90,Acrylic base Gateron switches and Huano Switches tester
Everglide EG Peacock Linear Switch Long Stem 4pin 5pin RGB 55g 67g force mx clone switch for mechanical keyboard 50m Gold Sping,https://kprepublic.com/collections/switch/products/everglide-eg-peacock-linear-switch-long-stem-4pin-5pin-rgb-55g-67g-force-mx-clone-switch-for-mechanical-keyboard-50m-gold-sping,$5.83,Housing Material - PBT Stem material - POM Linear Switch plate-mounted (5-pin) Gold-plated Spring (around 14 mm) Actuation Force - 55g+/-5gf Bottom Force - 67g+/-5gf Pre-Travel- 2.0+/-0.4mm Total Travel - 4.0+/-0.4mm 50 Million clicks
DUROCK POM T1 Sunflower Tactile Keyboard Switch Pre-Lubed 67g Mechanical Key Switches Unique Keyswitch 5 Pin Yellow Grey 5pin,https://kprepublic.com/collections/switch/products/durock-pom-t1-sunflower-tactile-keyboard-switch-pre-lubed-67g-mechanical-key-switches-unique-keyswitch-5-pin-yellow-grey-5pin,$5.95,Tactile Pre-lubed POM Gold plated spring around 14mm Initial Force 45+/-5gf Bottom Force 67+/-5gf
AKKO Jelly Switch Acrylic Switch Tester Mechanical Keyboard Jelly Pink Jelly Blue Jelly Black Jelly White Sponge Starfish,https://kprepublic.com/collections/switch/products/akko-jelly-switch-acrylic-switch-tester-mechanical-keyboard-jelly-pink-jelly-blue-jelly-black-jelly-white-sponge-starfish,$10.60,
GTMX Big Switch RGB SMD Switches Clicky 55g Dustproof Switch For RedDragon Alien Mechanical keyboard Only mx stem,https://kprepublic.com/collections/switch/products/gtmx-big-switch-rgb-smd-switches-clicky-55g-dustproof-switch-for-reddragon-alien-mechanical-keyboard-only-mx-stem,$7.80,
SKYLOONG Chocolate Switch 5pin SMD RGB mx stem switch for mechanical keyboard Brown Yellow Silent Red Silver Milk Rose 35 in 1,https://kprepublic.com/collections/switch/products/skyloong-chocolate-switch-5pin-smd-rgb-mx-stem-switch-for-mechanical-keyboard-brown-yellow-silent-red-silver-milk-rose-35-in-1,$16.90,"High Precision Mould POM stem, PC upper and lower housing 5 pin, PCB mount Selected stainless steel spring Rated for over 80 million presses(Blue Switch is 60M) Actuator travel: 4.0 ± 0.4 mm"
Acrylic Switch Tester 3X2 Gateron Black Crystal SWITCH for Mechanical Keyboard pre lubed Brown Yellow Silent Red Silver Blue,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-3x2-gateron-black-crystal-switch-for-mechanical-keyboard-pre-lubed-brown-yellow-silent-red-silver-blue,$9.50,Type-Tactile Travel Distance-2mm Actuation | 4mm Bottom Force-50g Operating | 60g Bottom Mount-PCB Service Life-80M
LCET Oasis Switch RGB Tactile 58g Switches For Mechanical keyboard mx stem 5pin Yellow Brown similar to holy panda,https://kprepublic.com/collections/switch/products/lcet-oasis-switch-rgb-tactile-58g-switches-for-mechanical-keyboard-mx-stem-5pin-yellow-brown-similar-to-holy-panda,$5.50,"Initial Force: 47gf Actuation Force: 58gf Total stroke: 3.6+0/-0.3mm Action stroke: 1.8±0.2mm Life: 50,000,000 times Switch type: Tactile switch"
AKKO Acrylic Switch Tester 16-in-1 Switch for Mechanical Keyboard Jelly Sponge Starfish Green Blue Purple Silver Pink Blue Black White,https://kprepublic.com/collections/switch/products/akko-acrylic-switch-tester-switch-for-mechanical-keyboard-jelly-sponge-starfish-green-blue-purple-silver-pink-blue-black-white,$21.30,Acrylic base 16 AKKO switches
DUROCK Silent Linear Switches 67g Daybreak Gold Plated Spring Classic Blue Patent Silent Stem 5 Pins Linear Keyswitch for DIY Me,https://kprepublic.com/collections/switch/products/durock-silent-linear-switches-67g-daybreak-gold-plated-spring-classic-blue-patent-silent-stem-5-pins-linear-keyswitch-for-diy-me,$5.75,Housing - Polymer Nylon Stem - POM Linear switch Gold plated Spring about 14mm Initial Force - 45+/-5gf Bottom Force - 67+/-5gf Operating life - 50 million clicks
DUROCK Linear Switches Translucent Smokey L7 Switch with 62g 67g 78g Gold-Plated Spring Smooth Black Stem 5 Pins for Keyboard,https://kprepublic.com/collections/switch/products/durock-linear-switches-translucent-smokey-l7-switch-with-62g-67g-78g-gold-plated-spring-smooth-black-stem-5-pins-for-keyboard,$5.75,Linear Gold plated Spring around 14mm Initial Force 42/45/52+/-5gf Bottom Force 62/67/78/+/-5gf Pre-travel 2.0+/-0.4mm Total Travel 4.0+/-0.4mm Operating life 50 million clicks
AKKO Acrylic Switch Tester Mechanical Keyboard Rose Red Matcha Green Ocean Blue Lavender Purple Radiant Vintage White,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-akko-switch-for-mechanical-keyboard-rose-red-matcha-green-ocean-blue-lavender-purple-radiant-vintage-white,$11.80,
Huano Pink Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 3pin Pink clear,https://kprepublic.com/collections/switch/products/huano-pink-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-3pin-pink-clear,$5.25,Linear Switch. Switching voltage: 12 V AC/DC max. Switching current: 10 mA AC/DC max. Dielectric strength: 500 V / 50Hz Durability: 80 million actuations Actuator travel: 4.0 ± 0.3 mm Pretravel: 1.2 ± 0.3 mm Initial force: 45gf Actuation Force: 60gf Per-switch LED compatibility: SMD and through-hole MX-compatible Storage Temperature: 5°C to 40°C Operating Temperature: -40°C to 70°C
LCET Sprout Switch RGB Linear 50g Switches For Mechanical keyboard mx stem 5pin Green Yellow,https://kprepublic.com/collections/switch/products/lcet-sprout-switch-rgb-linear-50g-switches-for-mechanical-keyboard-mx-stem-5pin-green-yellow,$5.50,"Upper cover: Yellow Lower cover: White Axis: Green Initial Force: 42gf Actuation Force: 50gf Total stroke: 4.0+0/-0.2mm Action stroke: 2.0±0.2mm Life: 50,000,000 times Switch type: Linear switch"
AKKO CS Switch Jelly Purple Wine Red Wine White Sakura Crystal 45pcs RGB SMD For Mechanical keyboard Linear Tactile,https://kprepublic.com/collections/switch/products/akko-cs-switch-jelly-purple-wine-red-wine-white-sakura-crystal-45pcs-rgb-smd-for-mechanical-keyboard-linear-tactile,$16.99,Tactile Spring: 22mm Operating Force: 40gf+/-5gf Tactile Force: 56gf+/-5gf Pre Travel: 2.0+/-0.3 mm Total Travel: 4.0-0.5mm
LCET Blue Dream Warm BandW Early Spring Passion Switch RGB Linear 58g 50g Switches For Mechanical keyboard mx stem 5pin Tactile,https://kprepublic.com/collections/switch/products/lcet-blue-dream-warm-bandw-early-spring-passion-switch-rgb-linear-58g-50g-switches-for-mechanical-keyboard-mx-stem-5pin-tactile,$5.46,Featuring POM top cover and body New body structure design to face a complex environment
acrylic Switch Tester 4X4 clear housing base for cherry brown black red blue tactile grey silver green nature white clear rgb,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-4x4-clear-housing-base-for-cherry-brown-black-red-blue-tactile-grey-silver-green-nature-white-clear-rgb,$17.90,
TECSEE Jadeite Linear Switch 5pin RGB SMD 63.5g force mx switch for mechanical keyboard 60m Gold Sping UPE Top PC Bottom UHMWPE,https://kprepublic.com/collections/switch/products/tecsee-jadeite-linear-switch-5pin-rgb-smd-63-5g-force-mx-switch-for-mechanical-keyboard-60m-gold-sping-upe-top-pc-bottom-uhmwpe,$5.65,"UPE Top and PC Bottom Stem Material: UPE Linear Switch Spring around 22mm in length, 2-stage Actuation force: 55+/-10gf Bottom force: 63.5+/-10gf Pre-travel: 2.1+/-0.4mm Total travel: 3.8+/-0.4mm 60 Million clicks"
TECSEE Ice Grape Linear Switch 5pin RGB SMD 63.5g force mx switch for mechanical keyboard 60m Gold Sping PC Housing UHMWPE,https://kprepublic.com/collections/switch/products/tecsee-ice-grape-linear-switch-5pin-rgb-smd-63-5g-force-mx-switch-for-mechanical-keyboard-60m-gold-sping-pc-housing-uhmwpe,$5.65,"PC housing Stem material: UHMWPE Linear Switch Spring around 22mm in length, 2-stage spring Actuation Force: 55+/- 10gf Bottom Force: 63.5+/- 10gf Pre-travel: 1.9+/-0.4mm Total Travel: 3.8+/-0.4 mm 60 Million clicks"
Acrylic Switch Tester or CNC Tester Gateron Switch for Mechanical Keyboard Pro Yellow Pro Red Pro Silver White Linear Tactile,https://kprepublic.com/collections/switch/products/acrylic-switch-tester-or-cnc-tester-gateron-switch-for-mechanical-keyboard-pro-yellow-pro-red-pro-silver-white-linear-tactile,$6.90,"4 Gateron Pro Switches: Yellow, Red, Silver, white 2 bases are available: Acrylic base and Aluminium Alloy base Switch Tester ONLY"
Huano Silver Switch RGB SMD Linear 60g Switches For Mechanical keyboard mx stem 3pin silver clear,https://kprepublic.com/collections/switch/products/huano-silver-switch-rgb-smd-linear-60g-switches-for-mechanical-keyboard-mx-stem-3pin-silver-clear,$5.25,• Linear Switch. • Switching voltage: 12 V AC/DC max. • Switching current: 10 mA AC/DC max. • Dielectric strength: 500 V / 50Hz • Durability: 80 million actuations • Actuator travel: 4.0 ± 0.3 mm • Pretravel: 1.2 ± 0.3 mm • Initial force: 45gf • Actuation Force: 60gf • Per-switch LED compatibility: SMD and through-hole • MX-compatible • Storage Temperature: 5°C to 40°C • Operating Temperature: -40°C to 70°C
LCET Grace Switch RGB Linear 50g Switches For Mechanical keyboard mx stem 5pin Blue Grey body white stem,https://kprepublic.com/collections/switch/products/lcet-grace-switch-rgb-linear-50g-switches-for-mechanical-keyboard-mx-stem-5pin-blue-grey-body-white-stem,$5.50,"Upper cover: Blue Lower cover: Grey Axis: White Initial Force: 42gf Actuation Force: 50gf Total stroke: 4.0+0/-0.2mm Action stroke: 2.0±0.2mm Life: 50,000,000 times Switch type: Linear switch"
AKKO CS Switch Wine Red Wine White Sakura Crystal RGB SMD 45pcs For Mechanical keyboard Linear Tactile,https://kprepublic.com/collections/switch/products/akko-cs-switch-wine-red-wine-white-sakura-crystal-rgb-smd-45pcs-for-mechanical-keyboard-linear-tactile,$20.99,Linear switch Operating Force: 43+/-5gf Pre-travel :1.9+/-0.3mm Total Travel : 4.0 mm Spring length around 16mm
TECSEE Coral Tactile Switch 5pin RGB SMD 68g force mx switch for mechanical keyboard 60m Gold Sping Nylon Top PME Bottom Orange,https://kprepublic.com/collections/switch/products/tecsee-coral-tactile-switch-5pin-rgb-smd-68g-force-mx-switch-for-mechanical-keyboard-60m-gold-sping-nylon-top-pme-bottom-orange,$5.65,Nylon Top and PME Bottom 5 pin (PCB mounted) Nylon Stem Tactile Spring length about 14mm Actuation Force - 55+/-10 gf Bottom Force - 68+/-10gf Pre-travel - 1.8+/-0.4 mm Total Travel - 3.0+/-0.4 mm 60 Million clicks
